GeneID,CTRLH1,CTRLH2,CTRLN1,CTRLN2
ENSG00000173421,0,0,0,0
ENSG00000173431,0,0,0,0
ENSG00000173432,3,4,9,3
ENSG00000173436,85,103,172,189
ENSG00000173442,467,591,1398,1295
ENSG00000173451,49,54,144,106
ENSG00000173452,0,0,0,0
ENSG00000173456,718,794,2263,2146
ENSG00000173457,6437,7741,7884,7128
ENSG00000173464,0,0,0,0
ENSG00000173465,520,637,930,782
ENSG00000173467,1,6,8,4
ENSG00000173473,3556,4257,3876,3695
ENSG00000173480,116,124,227,242
ENSG00000173482,354,435,59,61
ENSG00000173486,21,17,38,28
ENSG00000173511,1014,1197,943,854
ENSG00000173517,514,690,875,864
ENSG00000173530,1,1,0,0
ENSG00000173531,38,46,47,39
ENSG00000173535,13,11,9,15
ENSG00000173540,360,472,865,845
ENSG00000173542,192,238,268,257
ENSG00000173545,1518,2001,1334,1225
ENSG00000173546,3,2,13,16
ENSG00000173548,273,316,559,518
ENSG00000173557,5,8,5,10
ENSG00000173559,146,167,337,342
ENSG00000173567,7,5,4,8
ENSG00000173572,1,1,0,0
ENSG00000173575,4222,5041,2230,2136
ENSG00000173578,0,0,0,0
ENSG00000173581,29,32,20,18
ENSG00000173585,0,0,0,0
ENSG00000173588,344,415,248,272
ENSG00000173597,2,3,0,1
ENSG00000173598,732,892,696,703
ENSG00000173599,657,786,868,795
ENSG00000173610,0,0,0,2
ENSG00000173611,349,426,423,364
ENSG00000173612,0,0,0,0
ENSG00000173614,151,153,301,270
ENSG00000173621,664,747,2212,2008
ENSG00000173626,0,0,0,0
ENSG00000173627,0,0,0,0
ENSG00000173638,515,625,1184,1088
ENSG00000173641,0,0,1,0
ENSG00000173653,906,1027,811,714
ENSG00000173660,4940,6320,7135,6823
ENSG00000173662,2,0,1,1
ENSG00000173673,1,0,0,0
ENSG00000173674,3012,3985,3783,3617
ENSG00000173678,0,0,0,0
ENSG00000173679,0,0,0,0
ENSG00000173681,81,91,84,77
ENSG00000173692,3323,3950,4751,4497
ENSG00000173698,11,7,5,4
ENSG00000173699,0,0,0,0
ENSG00000173702,0,2,0,0
ENSG00000173705,1,1,0,0
ENSG00000173706,553,637,165,138
ENSG00000173714,0,1,0,0
ENSG00000173715,465,507,621,557
ENSG00000173726,3252,3805,2373,2343
ENSG00000173727,210,281,89,82
ENSG00000173728,0,0,0,0
ENSG00000173744,2254,2702,2570,2365
ENSG00000173757,395,408,598,532
ENSG00000173762,0,0,0,2
ENSG00000173769,0,0,0,0
ENSG00000173786,507,554,928,989
ENSG00000173801,12327,14293,12166,11091
ENSG00000173805,6,11,37,26
ENSG00000173809,6,7,16,15
ENSG00000173810,0,0,0,0
ENSG00000173811,1,0,0,0
ENSG00000173812,12558,14825,6940,6860
ENSG00000173818,238,303,314,275
ENSG00000173821,1027,1284,1863,1625
ENSG00000173825,16,19,34,36
ENSG00000173826,1,1,0,0
ENSG00000173838,8,11,17,9
ENSG00000173846,177,206,106,71
ENSG00000173848,2761,3254,3088,2957
ENSG00000173852,244,313,305,310
ENSG00000173862,0,0,0,0
ENSG00000173867,0,0,0,1
ENSG00000173868,3,1,7,3
ENSG00000173875,527,677,798,745
ENSG00000173889,1755,2096,1108,1139
ENSG00000173890,960,1163,1373,1302
ENSG00000173894,1241,1530,2225,2044
ENSG00000173898,2068,2487,4103,4010
ENSG00000173905,710,1014,893,843
ENSG00000173908,0,0,0,0
ENSG00000173914,416,469,555,511
ENSG00000173915,1149,1470,1616,1573
ENSG00000173917,0,0,5,3
ENSG00000173918,4,2,5,0
ENSG00000173926,43,74,53,45
ENSG00000173928,56,53,136,119
ENSG00000173930,310,366,242,244
ENSG00000173933,201,223,459,407
ENSG00000173947,9,8,4,11
ENSG00000173950,1009,1226,1124,1038
ENSG00000173954,0,0,0,0
ENSG00000173960,939,1103,1374,1283
ENSG00000173966,0,1,1,0
ENSG00000173976,0,0,0,0
ENSG00000173988,2,1,1,0
ENSG00000173991,8,16,13,20
ENSG00000173992,375,442,542,480
ENSG00000174004,0,0,3,4
ENSG00000174007,43,43,76,97
ENSG00000174010,225,215,70,48
ENSG00000174013,2192,2632,1507,1560
ENSG00000174015,5,7,22,23
ENSG00000174016,0,0,0,0
ENSG00000174021,295,321,322,307
ENSG00000174028,24,30,26,31
ENSG00000174032,867,961,360,397
ENSG00000174038,0,0,1,0
ENSG00000174059,0,1,0,1
ENSG00000174080,0,0,0,0
ENSG00000174099,16,17,31,26
ENSG00000174106,1523,1879,1097,1087
ENSG00000174109,228,279,494,462
ENSG00000174123,0,0,0,0
ENSG00000174125,0,0,0,0
ENSG00000174130,1,4,2,1
ENSG00000174132,343,414,255,232
ENSG00000174136,895,1072,567,535
ENSG00000174137,41,40,63,61
ENSG00000174145,1,1,0,0
ENSG00000174151,311,363,642,570
ENSG00000174156,0,0,0,0
ENSG00000174165,351,440,554,511
ENSG00000174171,3,1,4,0
ENSG00000174173,435,490,1141,1201
ENSG00000174175,1,0,0,0
ENSG00000174177,393,513,575,589
ENSG00000174197,835,903,1095,1074
ENSG00000174206,192,238,528,485
ENSG00000174225,0,0,0,0
ENSG00000174226,0,0,0,2
ENSG00000174227,1175,1343,1433,1222
ENSG00000174231,19606,22723,20321,19150
ENSG00000174233,851,939,2113,1943
ENSG00000174236,1,2,8,4
ENSG00000174238,1624,1921,4157,3895
ENSG00000174243,3781,4574,5684,5535
ENSG00000174255,0,1,0,0
ENSG00000174276,183,239,448,380
ENSG00000174279,0,0,1,1
ENSG00000174282,1082,1225,1733,1626
ENSG00000174292,314,361,374,341
ENSG00000174306,2134,2574,2296,2203
ENSG00000174307,2844,3554,1967,1785
ENSG00000174325,0,0,0,0
ENSG00000174326,0,0,0,0
ENSG00000174327,130,120,250,211
ENSG00000174332,3,2,0,0
ENSG00000174339,0,0,0,0
ENSG00000174343,0,0,3,1
ENSG00000174348,1,0,0,0
ENSG00000174353,87,99,191,177
ENSG00000174358,37,49,0,0
ENSG00000174365,200,215,224,254
ENSG00000174370,89,123,131,143
ENSG00000174371,596,734,726,789
ENSG00000174373,975,1184,827,743
ENSG00000174384,2,3,2,5
ENSG00000174403,0,0,0,0
ENSG00000174405,50,46,179,183
ENSG00000174407,0,0,0,0
ENSG00000174408,0,0,0,0
ENSG00000174417,0,0,0,0
ENSG00000174418,0,0,0,0
ENSG00000174428,226,261,164,164
ENSG00000174429,0,0,0,0
ENSG00000174437,5591,6825,6441,6267
ENSG00000174442,1257,1606,1973,2008
ENSG00000174444,64368,77885,67887,65136
ENSG00000174446,330,390,771,682
ENSG00000174448,0,1,0,1
ENSG00000174450,0,0,0,0
ENSG00000174453,0,0,0,1
ENSG00000174456,156,224,142,149
ENSG00000174460,2,2,1,0
ENSG00000174469,49,54,39,44
ENSG00000174473,8,14,16,18
ENSG00000174482,0,0,0,0
ENSG00000174483,25,24,23,24
ENSG00000174485,434,499,627,582
ENSG00000174495,0,0,0,0
ENSG00000174498,14,13,176,201
ENSG00000174500,0,1,0,0
ENSG00000174501,58,81,99,106
ENSG00000174502,0,0,1,0
ENSG00000174514,12,10,6,5
ENSG00000174516,268,321,496,423
ENSG00000174521,0,1,3,5
ENSG00000174527,2,1,0,2
ENSG00000174529,46,33,22,30
ENSG00000174547,1956,2484,2556,2469
ENSG00000174562,0,0,0,0
ENSG00000174564,11,12,6,7
ENSG00000174567,206,282,246,217
ENSG00000174572,0,0,0,0
ENSG00000174574,1225,1423,1931,1808
ENSG00000174576,0,0,0,0
ENSG00000174579,1695,1960,930,863
ENSG00000174586,75,91,94,102
ENSG00000174599,0,3,4,3
ENSG00000174600,0,0,0,0
ENSG00000174606,244,288,328,337
ENSG00000174607,16,22,27,26
ENSG00000174611,2,1,4,6
ENSG00000174628,213,205,282,243
ENSG00000174640,94,102,22,23
ENSG00000174652,339,397,299,267
ENSG00000174667,0,0,0,0
ENSG00000174669,1695,1979,1996,1866
ENSG00000174672,205,171,191,198
ENSG00000174677,0,0,0,0
ENSG00000174678,1,0,0,0
ENSG00000174680,1,0,0,0
ENSG00000174684,297,368,576,522
ENSG00000174695,1179,1432,1789,1770
ENSG00000174697,0,0,0,0
ENSG00000174705,196,195,189,167
ENSG00000174715,1,0,1,0
ENSG00000174718,286,333,192,205
ENSG00000174720,636,835,919,905
ENSG00000174721,45,53,83,71
ENSG00000174738,2250,2735,827,821
ENSG00000174740,0,0,0,0
ENSG00000174744,1509,1761,1863,1711
ENSG00000174748,28515,33716,31989,30016
ENSG00000174749,436,513,722,698
ENSG00000174775,843,1048,1429,1244
ENSG00000174776,1,0,1,0
ENSG00000174780,3211,3929,3121,3024
ENSG00000174788,9,14,11,1
ENSG00000174791,138,156,88,72
ENSG00000174792,1,0,0,0
ENSG00000174796,187,215,312,307
ENSG00000174799,259,352,166,128
ENSG00000174804,171,197,254,219
ENSG00000174807,0,0,0,0
ENSG00000174808,41,37,65,84
ENSG00000174827,576,677,1045,974
ENSG00000174837,10,19,13,15
ENSG00000174839,351,382,465,519
ENSG00000174840,406,524,661,640
ENSG00000174842,101,136,174,137
ENSG00000174844,0,1,2,0
ENSG00000174851,1577,1854,1993,1844
ENSG00000174871,375,457,843,798
ENSG00000174876,0,0,0,0
ENSG00000174885,1,3,1,0
ENSG00000174886,178,200,253,233
ENSG00000174891,841,960,971,958
ENSG00000174898,1,2,1,0
ENSG00000174899,3,13,5,3
ENSG00000174903,9071,10524,12686,11692
ENSG00000174912,10,7,7,13
ENSG00000174914,0,0,0,0
ENSG00000174915,516,589,787,700
ENSG00000174917,579,649,803,723
ENSG00000174928,29,36,34,47
ENSG00000174930,0,0,0,0
ENSG00000174937,0,0,0,0
ENSG00000174938,1782,2055,1629,1495
ENSG00000174939,182,245,527,483
ENSG00000174943,739,862,755,688
ENSG00000174944,0,0,1,0
ENSG00000174945,436,537,485,455
ENSG00000174946,0,0,0,0
ENSG00000174948,0,0,0,0
ENSG00000174950,3,7,5,5
ENSG00000174951,148,197,223,205
ENSG00000174953,1441,1802,2273,2246
ENSG00000174957,1,0,0,0
ENSG00000174963,56,43,136,144
ENSG00000174970,0,0,0,0
ENSG00000174977,79,103,104,81
ENSG00000174982,0,0,0,0
ENSG00000174989,900,1006,1194,1196
ENSG00000174990,0,0,0,0
ENSG00000174992,6,10,4,13
ENSG00000174996,982,1105,2684,2373
ENSG00000175003,5,0,2,3
ENSG00000175018,0,0,0,1
ENSG00000175029,3027,3760,3437,3207
ENSG00000175040,0,0,0,0
ENSG00000175048,78,80,187,155
ENSG00000175054,595,742,1059,1144
ENSG00000175061,12767,15434,11848,11654
ENSG00000175063,3894,4695,3620,3351
ENSG00000175065,0,0,0,0
ENSG00000175066,184,238,463,436
ENSG00000175073,465,499,312,314
ENSG00000175077,0,0,0,0
ENSG00000175084,0,0,0,1
ENSG00000175087,219,268,182,234
ENSG00000175093,36,48,68,65
ENSG00000175097,0,0,0,0
ENSG00000175104,879,1042,340,363
ENSG00000175105,1828,2464,362,354
ENSG00000175106,31,51,40,34
ENSG00000175110,1424,1679,1025,1068
ENSG00000175115,3435,3980,3912,3664
ENSG00000175121,4,2,1,0
ENSG00000175130,1496,1718,3785,3457
ENSG00000175137,503,628,740,709
ENSG00000175143,0,0,0,0
ENSG00000175147,31,32,39,44
ENSG00000175155,345,433,144,137
ENSG00000175161,1,0,0,0
ENSG00000175164,1,0,1,1
ENSG00000175166,7804,9365,10737,10112
ENSG00000175170,14,19,21,21
ENSG00000175175,697,838,1352,1301
ENSG00000175182,8,8,3,2
ENSG00000175183,141,189,175,195
ENSG00000175189,2,4,6,0
ENSG00000175193,139,186,202,203
ENSG00000175197,707,823,141,130
ENSG00000175198,100,121,188,224
ENSG00000175202,1,1,1,4
ENSG00000175203,2726,3278,3932,3935
ENSG00000175206,0,1,0,0
ENSG00000175213,860,1014,569,559
ENSG00000175215,4145,4869,5144,4924
ENSG00000175216,7911,9910,7109,6837
ENSG00000175220,2910,3493,2773,2682
ENSG00000175221,745,866,967,919
ENSG00000175224,2022,2489,2029,1992
ENSG00000175229,0,1,1,0
ENSG00000175262,4,1,2,5
ENSG00000175264,8,3,27,16
ENSG00000175265,101,129,120,118
ENSG00000175267,1,1,0,0
ENSG00000175274,972,1113,2467,2188
ENSG00000175279,23,29,30,42
ENSG00000175283,141,161,828,718
ENSG00000175287,3,0,0,0
ENSG00000175294,0,4,1,1
ENSG00000175302,1,0,0,0
ENSG00000175305,459,514,703,692
ENSG00000175309,326,381,609,575
ENSG00000175311,0,0,0,0
ENSG00000175315,10,13,12,15
ENSG00000175318,10,9,23,26
ENSG00000175319,0,0,0,0
ENSG00000175322,73,93,118,137
ENSG00000175324,824,969,1134,1045
ENSG00000175325,0,0,0,0
ENSG00000175329,0,0,0,0
ENSG00000175334,4073,4997,5713,5479
ENSG00000175336,0,0,0,0
ENSG00000175344,7,9,4,10
ENSG00000175348,623,725,561,570
ENSG00000175352,0,0,0,0
ENSG00000175354,1571,1898,811,845
ENSG00000175356,113,131,71,90
ENSG00000175376,1188,1384,1246,1216
ENSG00000175387,1861,2231,1129,1117
ENSG00000175390,3424,4111,3613,3248
ENSG00000175395,94,100,113,92
ENSG00000175398,0,0,0,0
ENSG00000175414,7,6,13,11
ENSG00000175416,2740,3390,4195,3825
ENSG00000175426,0,1,0,0
ENSG00000175445,0,0,0,0
ENSG00000175449,36,42,63,69
ENSG00000175455,716,877,849,790
ENSG00000175463,0,0,0,1
ENSG00000175467,2804,3558,3256,2984
ENSG00000175470,1458,1767,1748,1601
ENSG00000175471,33,45,39,50
ENSG00000175482,107,147,172,140
ENSG00000175485,0,0,0,0
ENSG00000175489,0,0,0,0
ENSG00000175497,0,2,0,0
ENSG00000175505,60,91,124,130
ENSG00000175509,0,0,0,0
ENSG00000175513,0,0,0,0
ENSG00000175514,0,1,0,0
ENSG00000175518,0,0,0,0
ENSG00000175520,0,0,0,0
ENSG00000175535,1,0,0,0
ENSG00000175536,32,60,30,30
ENSG00000175538,0,0,0,0
ENSG00000175544,0,0,4,0
ENSG00000175548,121,136,157,162
ENSG00000175550,1571,1956,2688,2475
ENSG00000175556,11,12,17,25
ENSG00000175564,6,9,11,2
ENSG00000175567,2486,2772,4728,4466
ENSG00000175573,1021,1266,780,606
ENSG00000175575,462,558,910,910
ENSG00000175581,800,979,850,833
ENSG00000175582,4255,5121,3565,3608
ENSG00000175591,464,572,839,727
ENSG00000175592,117,124,96,75
ENSG00000175595,408,500,568,554
ENSG00000175600,11,12,12,17
ENSG00000175602,1018,1275,2085,1920
ENSG00000175604,0,0,0,0
ENSG00000175606,281,386,346,323
ENSG00000175611,100,105,142,179
ENSG00000175619,0,0,0,0
ENSG00000175634,1802,2163,2846,2502
ENSG00000175643,836,947,1689,1526
ENSG00000175646,0,0,0,0
ENSG00000175658,0,0,0,0
ENSG00000175662,1188,1404,2171,1973
ENSG00000175664,0,0,0,0
ENSG00000175676,0,0,0,0
ENSG00000175691,50,68,97,94
ENSG00000175697,31,35,26,24
ENSG00000175699,0,0,0,0
ENSG00000175701,207,214,305,289
ENSG00000175707,471,565,481,442
ENSG00000175711,24,38,73,63
ENSG00000175718,0,0,0,0
ENSG00000175727,3379,3928,2384,2238
ENSG00000175728,1,1,0,0
ENSG00000175730,2,1,2,0
ENSG00000175741,50,44,69,58
ENSG00000175745,17,24,29,20
ENSG00000175746,0,0,0,1
ENSG00000175749,0,0,0,0
ENSG00000175756,1469,1810,2572,2313
ENSG00000175764,168,205,170,163
ENSG00000175766,2,0,2,0
ENSG00000175768,17,32,40,41
ENSG00000175772,54,71,115,98
ENSG00000175773,0,3,1,3
ENSG00000175779,0,1,0,0
ENSG00000175782,559,676,776,725
ENSG00000175785,56,70,144,145
ENSG00000175787,47,45,119,112
ENSG00000175792,2276,2768,4449,4185
ENSG00000175793,805,971,4826,4554
ENSG00000175800,0,0,0,0
ENSG00000175806,176,197,277,292
ENSG00000175809,0,0,0,0
ENSG00000175820,0,0,2,0
ENSG00000175826,2038,2320,1993,1787
ENSG00000175832,31,37,42,29
ENSG00000175841,0,0,0,0
ENSG00000175854,630,736,919,830
ENSG00000175857,0,0,0,0
ENSG00000175866,565,651,738,573
ENSG00000175868,0,1,0,0
ENSG00000175874,92,116,90,99
ENSG00000175877,7,6,15,20
ENSG00000175879,9,8,14,10
ENSG00000175886,41,40,34,39
ENSG00000175893,253,333,391,300
ENSG00000175894,6,9,5,4
ENSG00000175895,1281,1615,1674,1727
ENSG00000175899,37,43,20,21
ENSG00000175906,7,3,5,3
ENSG00000175920,224,236,655,627
ENSG00000175928,0,0,0,0
ENSG00000175931,1889,2395,1056,913
ENSG00000175938,156,164,141,103
ENSG00000175946,0,0,0,2
ENSG00000175967,0,0,1,0
ENSG00000175970,875,1037,2094,1920
ENSG00000175984,391,401,320,304
ENSG00000175985,8,17,16,21
ENSG00000176007,0,0,0,0
ENSG00000176009,0,0,0,0
ENSG00000176014,1802,2082,3117,2801
ENSG00000176018,803,944,406,442
ENSG00000176020,0,0,0,0
ENSG00000176022,381,424,716,723
ENSG00000176024,40,48,40,64
ENSG00000176029,0,0,0,0
ENSG00000176040,4,3,5,2
ENSG00000176043,3,0,0,5
ENSG00000176046,438,539,543,461
ENSG00000176049,29,39,7,19
ENSG00000176054,0,1,3,2
ENSG00000176055,230,298,232,263
ENSG00000176058,882,1025,1428,1363
ENSG00000176076,0,1,1,0
ENSG00000176083,0,0,0,0
ENSG00000176087,1174,1334,2774,2555
ENSG00000176092,62,57,69,55
ENSG00000176095,997,1205,1143,1135
ENSG00000176101,1585,1972,2035,1920
ENSG00000176102,412,487,1740,1782
ENSG00000176105,2278,2744,1972,1888
ENSG00000176108,221,250,463,397
ENSG00000176115,0,0,0,0
ENSG00000176124,57,71,109,109
ENSG00000176125,14,16,173,188
ENSG00000176134,0,0,0,0
ENSG00000176136,0,2,0,1
ENSG00000176142,1828,2047,791,815
ENSG00000176148,2104,2518,707,728
ENSG00000176153,131,136,165,178
ENSG00000176155,207,263,460,379
ENSG00000176160,1,0,1,0
ENSG00000176165,0,1,0,0
ENSG00000176170,212,271,665,611
ENSG00000176171,15833,19075,2212,2079
ENSG00000176177,0,0,0,0
ENSG00000176182,370,438,381,417
ENSG00000176183,0,1,0,0
ENSG00000176194,0,0,0,0
ENSG00000176198,1,0,0,0
ENSG00000176200,0,0,0,0
ENSG00000176204,0,0,0,0
ENSG00000176208,222,256,164,172
ENSG00000176209,314,415,396,406
ENSG00000176219,0,0,0,0
ENSG00000176222,0,0,0,0
ENSG00000176225,283,353,272,323
ENSG00000176230,0,0,0,0
ENSG00000176231,0,0,0,0
ENSG00000176232,0,0,0,0
ENSG00000176236,1,2,4,2
ENSG00000176239,0,0,1,0
ENSG00000176243,0,0,0,1
ENSG00000176244,190,286,436,417
ENSG00000176246,0,0,0,0
ENSG00000176248,995,1138,2004,1785
ENSG00000176253,0,0,0,1
ENSG00000176256,0,0,0,0
ENSG00000176261,183,250,538,512
ENSG00000176268,2,3,1,0
ENSG00000176269,0,0,0,0
ENSG00000176273,194,246,284,296
ENSG00000176281,0,0,0,0
ENSG00000176289,0,1,0,0
ENSG00000176290,0,0,0,0
ENSG00000176293,0,0,0,1
ENSG00000176294,0,0,0,0
ENSG00000176299,1,0,0,0
ENSG00000176302,1,4,1,1
ENSG00000176312,0,0,0,0
ENSG00000176318,0,0,0,0
ENSG00000176320,0,0,0,1
ENSG00000176340,2117,2436,2456,2474
ENSG00000176343,1,0,0,0
ENSG00000176349,0,0,0,0
ENSG00000176358,1,1,0,0
ENSG00000176371,264,370,335,309
ENSG00000176378,0,0,0,0
ENSG00000176381,0,2,0,0
ENSG00000176383,242,317,75,71
ENSG00000176386,388,520,645,654
ENSG00000176387,56,56,148,164
ENSG00000176390,331,441,299,278
ENSG00000176393,3365,3878,4501,4319
ENSG00000176396,146,211,524,472
ENSG00000176399,169,160,48,51
ENSG00000176401,17,23,93,84
ENSG00000176402,0,1,7,5
ENSG00000176406,110,118,312,324
ENSG00000176407,2213,2659,1970,1775
ENSG00000176410,377,406,1145,1051
ENSG00000176422,195,216,623,618
ENSG00000176428,253,289,173,137
ENSG00000176435,0,0,0,1
ENSG00000176438,55,88,54,68
ENSG00000176444,1634,2027,1162,1105
ENSG00000176454,225,251,588,457
ENSG00000176463,272,324,359,316
ENSG00000176472,25,36,17,13
ENSG00000176473,369,439,245,226
ENSG00000176476,831,997,653,568
ENSG00000176485,162,192,236,229
ENSG00000176490,56,57,164,160
ENSG00000176495,0,0,0,1
ENSG00000176510,0,0,0,0
ENSG00000176515,0,0,0,0
ENSG00000176531,171,208,355,311
ENSG00000176532,367,364,271,257
ENSG00000176533,24,34,50,38
ENSG00000176540,0,0,0,0
ENSG00000176542,839,971,463,457
ENSG00000176547,0,0,0,0
ENSG00000176555,1,0,0,0
ENSG00000176563,12,19,3,10
ENSG00000176566,0,0,0,0
ENSG00000176567,0,0,0,0
ENSG00000176571,2,0,1,0
ENSG00000176584,0,0,0,0
ENSG00000176593,34,47,130,148
ENSG00000176595,48,69,213,162
ENSG00000176597,22,22,34,34
ENSG00000176601,0,1,0,0
ENSG00000176605,0,0,0,0
ENSG00000176619,3352,4087,7050,6481
ENSG00000176623,1093,1309,1790,1674
ENSG00000176624,1464,1844,993,989
ENSG00000176635,0,0,0,0
ENSG00000176641,185,231,125,121
ENSG00000176654,1,0,0,0
ENSG00000176658,1242,1457,1269,1239
ENSG00000176659,4,4,7,2
ENSG00000176678,0,0,0,2
ENSG00000176679,0,0,0,0
ENSG00000176681,8,10,7,6
ENSG00000176692,0,0,1,1
ENSG00000176695,0,0,0,0
ENSG00000176697,1,1,1,0
ENSG00000176700,370,480,406,394
ENSG00000176714,84,77,202,185
ENSG00000176715,1152,1390,1189,1087
ENSG00000176716,0,0,0,0
ENSG00000176720,787,937,1196,1081
ENSG00000176723,22,5,10,17
ENSG00000176728,0,0,0,0
ENSG00000176731,480,523,524,571
ENSG00000176732,6,11,23,23
ENSG00000176742,0,0,0,0
ENSG00000176746,0,0,0,1
ENSG00000176748,0,0,0,0
ENSG00000176749,89,136,178,159
ENSG00000176752,4,3,2,2
ENSG00000176753,2,3,6,5
ENSG00000176754,0,0,0,0
ENSG00000176761,0,0,0,0
ENSG00000176769,0,0,3,0
ENSG00000176771,49,44,22,20
ENSG00000176774,0,0,0,0
ENSG00000176782,0,0,0,0
ENSG00000176783,1708,2200,1807,1685
ENSG00000176787,0,0,0,0
ENSG00000176788,2754,3155,2981,2889
ENSG00000176797,0,0,0,0
ENSG00000176798,0,0,0,0
ENSG00000176809,49,81,57,70
ENSG00000176812,0,0,0,0
ENSG00000176826,2,3,5,6
ENSG00000176834,884,1074,1615,1482
ENSG00000176840,1,0,0,0
ENSG00000176842,492,604,314,252
ENSG00000176845,775,968,1501,1398
ENSG00000176853,3643,4194,3623,3579
ENSG00000176855,23,17,32,31
ENSG00000176857,0,0,0,0
ENSG00000176868,35,33,28,32
ENSG00000176871,1270,1404,2265,2188
ENSG00000176882,0,0,0,0
ENSG00000176884,4,3,15,5
ENSG00000176887,0,2,0,0
ENSG00000176890,1938,2324,3631,3445
ENSG00000176893,0,1,0,0
ENSG00000176894,54,83,107,94
ENSG00000176895,0,0,0,0
ENSG00000176896,76,114,65,48
ENSG00000176900,0,0,0,0
ENSG00000176903,728,973,2516,2359
ENSG00000176904,0,0,0,0
ENSG00000176907,13,21,34,22
ENSG00000176909,18,19,32,13
ENSG00000176912,69,85,121,111
ENSG00000176915,2033,2355,2547,2465
ENSG00000176919,17,8,2,12
ENSG00000176920,0,0,0,0
ENSG00000176922,0,0,0,0
ENSG00000176923,0,0,0,0
ENSG00000176925,0,0,0,0
ENSG00000176927,3,4,8,5
ENSG00000176928,8,10,12,8
ENSG00000176933,10,12,32,26
ENSG00000176945,14,8,19,9
ENSG00000176946,1319,1534,1944,1679
ENSG00000176951,0,0,0,0
ENSG00000176953,1173,1412,2577,2401
ENSG00000176956,0,0,0,0
ENSG00000176970,0,0,0,0
ENSG00000176971,0,0,0,1
ENSG00000176973,106,107,175,143
ENSG00000176974,1776,2107,2867,2737
ENSG00000176978,1758,2100,2507,2411
ENSG00000176979,0,0,0,1
ENSG00000176984,0,1,0,0
ENSG00000176986,3909,4646,6097,5678
ENSG00000176988,0,0,0,0
ENSG00000176994,1204,1671,1623,1611
ENSG00000176998,18,22,22,22
ENSG00000177000,213,291,296,309
ENSG00000177023,0,0,0,0
ENSG00000177025,2,0,2,6
ENSG00000177030,504,612,692,606
ENSG00000177034,647,751,382,398
ENSG00000177042,139,150,289,279
ENSG00000177045,117,137,412,433
ENSG00000177047,0,0,0,0
ENSG00000177051,524,611,511,530
ENSG00000177054,453,510,551,522
ENSG00000177058,145,134,229,224
ENSG00000177076,157,198,77,80
ENSG00000177082,725,809,1514,1457
ENSG00000177084,2590,3042,3818,3606
ENSG00000177096,0,0,1,0
ENSG00000177098,13,17,5,2
ENSG00000177103,1,11,3,8
ENSG00000177105,577,707,568,550
ENSG00000177106,1691,2172,2477,2270
ENSG00000177108,1,7,13,6
ENSG00000177112,2,2,0,0
ENSG00000177119,3007,3697,967,907
ENSG00000177125,691,833,449,414
ENSG00000177133,8,10,20,28
ENSG00000177138,0,0,0,0
ENSG00000177143,0,0,0,0
ENSG00000177144,0,0,0,0
ENSG00000177150,1700,2038,674,643
ENSG00000177151,0,0,0,0
ENSG00000177156,3110,3856,4848,4742
ENSG00000177169,3582,4253,3423,3106
ENSG00000177173,11,13,5,8
ENSG00000177174,0,0,0,0
ENSG00000177181,1332,1562,108,108
ENSG00000177182,1,1,0,0
ENSG00000177186,1,0,0,0
ENSG00000177189,798,930,862,872
ENSG00000177191,7,4,20,24
ENSG00000177192,636,805,2110,2008
ENSG00000177197,2,2,2,6
ENSG00000177200,915,1091,600,592
ENSG00000177201,0,0,0,0
ENSG00000177202,0,0,6,5
ENSG00000177212,0,0,0,0
ENSG00000177225,510,609,1222,1155
ENSG00000177233,0,0,0,0
ENSG00000177234,0,0,0,0
ENSG00000177238,0,1,0,1
ENSG00000177239,2560,3093,2960,2705
ENSG00000177243,0,0,0,0
ENSG00000177257,0,0,0,0
ENSG00000177261,0,0,0,0
ENSG00000177272,0,0,0,0
ENSG00000177275,0,0,0,0
ENSG00000177283,355,449,137,100
ENSG00000177291,0,1,1,0
ENSG00000177294,0,0,0,0
ENSG00000177300,1,0,0,2
ENSG00000177301,0,0,1,0
ENSG00000177302,1421,1699,1646,1660
ENSG00000177303,1249,1557,2236,2003
ENSG00000177306,0,0,0,0
ENSG00000177311,663,752,474,463
ENSG00000177324,0,1,0,0
ENSG00000177335,0,1,1,1
ENSG00000177337,43,51,82,99
ENSG00000177338,0,1,0,0
ENSG00000177340,0,0,1,0
ENSG00000177350,0,0,1,1
ENSG00000177352,126,153,433,404
ENSG00000177354,6,0,4,1
ENSG00000177359,2,3,6,3
ENSG00000177363,1,2,4,0
ENSG00000177369,6,1,2,1
ENSG00000177370,472,564,574,535
ENSG00000177374,71,65,115,94
ENSG00000177380,759,972,1627,1584
ENSG00000177383,320,361,1795,1650
ENSG00000177398,9,12,4,8
ENSG00000177400,0,0,0,0
ENSG00000177406,17,29,121,115
ENSG00000177409,1,1,0,2
ENSG00000177410,915,1082,613,646
ENSG00000177414,0,0,0,0
ENSG00000177418,1,0,0,0
ENSG00000177425,5681,7204,3282,3375
ENSG00000177426,995,1210,907,849
ENSG00000177427,268,310,399,379
ENSG00000177432,8,9,21,20
ENSG00000177447,0,0,0,0
ENSG00000177452,0,0,0,0
ENSG00000177453,60,78,13,9
ENSG00000177455,0,0,0,0
ENSG00000177459,1,2,0,0
ENSG00000177462,0,0,0,0
ENSG00000177463,1259,1494,1242,1189
ENSG00000177464,0,1,0,1
ENSG00000177465,99,124,259,238
